review_id,hotel_id,hotel_name,area,source_platform,source_rating,source_rating_max,rating_5_scale,review_title,review_text,review_date_raw,stay_date_raw,traveler_type,room_type,reviewer_location,value_rating,rooms_rating,location_rating,cleanliness_rating,service_rating,source_url,collected_at
29,BOD002,Armonia Holiday Village & Spa,Akyarlar,tripadvisor,5.0,5.0,5.0,A wonderful Bodrum holiday experience,"It was a wonderful holiday, the best hotel in Bodrum. Thanks to bartenders Kaan and Yusuf for the cocktails, they were delicious.",Jul 2026,July 2026,Traveled with family,,,,,,,,https://www.tripadvisor.com/Hotel_Review-g951437-d1097054-Reviews-Armonia_Holiday_Village_Spa-Akyarlar_Turgutreis_Bodrum_District_Mugla_Province_Turkish.html,
30,BOD002,Armonia Holiday Village & Spa,Akyarlar,tripadvisor,5.0,5.0,5.0,"Even after all these years, harmony","My family and I have been coming to this hotel since my childhood, and the best part is that even after all these years, we are always greeted with the same warmth; we feel right at home. All the staff were as always smiling, attentive, and extremely professional. The rooms were spotlessly clean and comfortable, and starting the day with a view of Kos Island was truly an indescribable pleasure. The restaurant's food quality and taste were as excellent as ever, offering a rich selection to suit every palate. The animation team made our holiday unforgettable with their energy, sincerity, and the fun activities they prepared. The evening shows were also very high-quality and enjoyable. For us, it's not just a hotel, but a special place filled with memories we've accumulated over the years. We leave with the same satisfaction every time we come. Thank you to everyone involved; it definitely deserves five stars.",Jul 2026,July 2026,Traveled with family,,,,,,,,https://www.tripadvisor.com/Hotel_Review-g951437-d1097054-Reviews-Armonia_Holiday_Village_Spa-Akyarlar_Turgutreis_Bodrum_District_Mugla_Province_Turkish.html,
31,BOD002,Armonia Holiday Village & Spa,Akyarlar,tripadvisor,3.0,5.0,3.0,Price/performance ratio,"The hotel is generally clean. The wifi never works. The animation is very weak. The food was average, but the fruits and vegetables were very good. This is a quieter hotel, unlike those buffets where you have to wait in long lines. Communication with the staff isn't very strong; they mostly just come to you when you're about to leave and ask for high-scoring reviews. The sea is very beautiful, the pools are adequate, and the hotel is well-intentioned and offers good value for money. I probably wouldn't choose this hotel again. We came with family, and it might be the furthest hotel from Bodrum, making driving challenging. Bodrum's traffic can be frustrating.",Jul 2026,July 2026,Traveled with family,,,,,,,,https://www.tripadvisor.com/Hotel_Review-g951437-d1097054-Reviews-Armonia_Holiday_Village_Spa-Akyarlar_Turgutreis_Bodrum_District_Mugla_Province_Turkish.html,
32,BOD002,Armonia Holiday Village & Spa,Akyarlar,tripadvisor,5.0,5.0,5.0,Great,"The facility is fantastic, and the staff, led by the manager Mr. Oğuz, are friendly and very polite. We could ask for anything or need something, and they were always helpful. Thank you for everything, see you again next year…",Jul 2026,July 2026,Traveled with family,,,,,,,,https://www.tripadvisor.com/Hotel_Review-g951437-d1097054-Reviews-Armonia_Holiday_Village_Spa-Akyarlar_Turgutreis_Bodrum_District_Mugla_Province_Turkish.html,
33,BOD002,Armonia Holiday Village & Spa,Akyarlar,tripadvisor,5.0,5.0,5.0,Top Hotel 👑👍🇹🇷,"I would like to thank Head of Administration and Employees of Good Quality Servic! Happy with Children, what I chose this Hotel! Top Location, Servic Top! Mini Club Super! Mrs Moana Class woman! Restaurant Really tasty and every day Different menu. Great! Staff at Restaurant Very Friendly and Polite. Room Nice and Clean Every Day. Thank you from Great Vacation! Kind regards N.Guerguel and my Children. ❤️❤️❤️❤️🙏🙏🙏🙏💋💋🇳🇱❤️🇹🇷",Jun 2026,June 2026,Traveled with family,,,,,,,,https://www.tripadvisor.com/Hotel_Review-g951437-d1097054-Reviews-Armonia_Holiday_Village_Spa-Akyarlar_Turgutreis_Bodrum_District_Mugla_Province_Turkish.html,
34,BOD002,Armonia Holiday Village & Spa,Akyarlar,tripadvisor,5.0,5.0,5.0,Best kept sicret in Turkey,"Dear S2ykat, Thank you for your wonderful review. We are truly delighted that you continue to choose our hotel and that you place your trust in us year after year. We look forward to welcoming you again and wish you all the best. Kind regards, Guest Relations Manager Vesile ÖZTEKİN",Jun 2026,June 2026,Traveled with family,,,,,,,,https://www.tripadvisor.com/Hotel_Review-g951437-d1097054-Reviews-Armonia_Holiday_Village_Spa-Akyarlar_Turgutreis_Bodrum_District_Mugla_Province_Turkish.html,
35,BOD002,Armonia Holiday Village & Spa,Akyarlar,tripadvisor,5.0,5.0,5.0,Armonia is our home,"We are leaving our vacation not just with beautiful photos, but with unforgettable memories. From the moment we arrived, the friendly and helpful staff energized us and showed that they love their work. There are snacks, and the food and desserts in the restaurant are delicious. The pool is clean and hygienic. The evening shows are very nice and entertaining. We feel like we've come to a second home, not just a hotel. Thank you very much for everything, we will choose it again.",Jun 2026,June 2026,Traveled as a couple,,,,,,,,https://www.tripadvisor.com/Hotel_Review-g951437-d1097054-Reviews-Armonia_Holiday_Village_Spa-Akyarlar_Turgutreis_Bodrum_District_Mugla_Province_Turkish.html,
36,BOD002,Armonia Holiday Village & Spa,Akyarlar,tripadvisor,5.0,5.0,5.0,A very nice hotel with a wonderful atmosphere.,"Dear Guest, Thank you very much for your wonderful review and for sharing your satisfaction with us. We are truly delighted to hear that your time spent at our hotel has turned into a beautiful memory and that you were so pleased with our overall quality. Providing you with the best possible experience at every moment is always our top priority. We look forward to welcoming you back to our hotel. Warmest regards, Guest Relations Manager Vesile ÖZTEKİN",Jun 2026,May 2026,Traveled as a couple,,,,,,,,https://www.tripadvisor.com/Hotel_Review-g951437-d1097054-Reviews-Armonia_Holiday_Village_Spa-Akyarlar_Turgutreis_Bodrum_District_Mugla_Province_Turkish.html,
37,BOD002,Armonia Holiday Village & Spa,Akyarlar,tripadvisor,5.0,5.0,5.0,The best hotel,"The hotel is really amazing! The staff are very friendly, the atmosphere is great, and our stay here was wonderful. A special thank you and warm greetings to Ramazan, who makes the best drinks! He is super friendly, always smiling, and makes everyone feel welcome. His cocktails are the most delicious we have ever had. We would also like to praise the animation team — they are absolutely great! They make sure everyone has a good time, bring lots of positive energy, and create a fantastic atmosphere in the hotel every day. I highly recommend this hotel and we will definitely remember this place in a very positive way! Hotel jest naprawdę super! Obsługa jest bardzo miła, atmosfera świetna, a pobyt tutaj był bardzo udany. Szczególne podziękowania i serdeczne pozdrowienia dla Ramazana, który robi najlepsze drinki! Jest mega przyjazny, zawsze uśmiechnięty i sprawia, że każdy czuje się wyjątkowo. Jego drinki są najpyszniejsze, jakie piliśmy. Chcielibyśmy również pochwalić animatorów, którzy są naprawdę super! Dbają o świetną zabawę, mają dużo pozytywnej energii i sprawiają, że w hotelu cały czas panuje fantastyczna atmosfera. Zdecydowanie polecam ten hotel i na pewno będziemy go bardzo miło wspominać!",Jun 2026,May 2026,Traveled as a couple,,,,,,,,https://www.tripadvisor.com/Hotel_Review-g951437-d1097054-Reviews-Armonia_Holiday_Village_Spa-Akyarlar_Turgutreis_Bodrum_District_Mugla_Province_Turkish.html,
38,BOD002,Armonia Holiday Village & Spa,Akyarlar,tripadvisor,5.0,5.0,5.0,Great Hotel,"A highly recommended hotel with delicious food, a fantastic atmosphere, and very friendly and helpful staff. The entertainment team encourages guests to join in the fun and spreads positive holiday energy. Special greetings and thanks to Ramazan from the Lotus Bar. Without him, this hotel wouldn’t be the same. The best bartender we have ever met!!! 😊 Hotel godny polecenia, pyszne jedzenie super atmosfera bardzo miła i pomocna obsługa. Animatorzy którzy zachęcają do zabawy i zarażają pozytywną wakacyjną energią. Szczególne pozdrowienia i podziękowania dla Ramazana z Lotus baru. Bez niego ten hotel nie byłby taki sam. Najlepszy barman jakiego kiedykolwiek spotkaliśmy!!!",Jun 2026,May 2026,Traveled as a couple,,,,,,,,https://www.tripadvisor.com/Hotel_Review-g951437-d1097054-Reviews-Armonia_Holiday_Village_Spa-Akyarlar_Turgutreis_Bodrum_District_Mugla_Province_Turkish.html,
