review_id,hotel_id,hotel_name,area,source_platform,review_text,review_text_clean,source_rating,source_rating_max,rating_5_scale,rating_group,review_date,review_date_raw,stay_year,stay_month,stay_date_raw,traveler_type,traveler_type_raw,room_type,room_type_raw,reviewer_location,reviewer_country,customer_tier,customer_tier_raw,reviewer_review_count,review_hash,source_url,collected_at,quality_flags
28,BOD003,ASPAT HOTEL BODRUM Beach Restaurant,Akyarlar,trip,Otel de eşimle 3 gece konakladık. Otelin konumu dışındaki herşeyi çok kötüydü. Vasat bir otel. En önemli şey temizlik olmasına rağmen hiç temiz değildi. Havlu ve çarşaflar lekeli geldi. Banyo ve tuvaletler pisti. Otel çok eski ve bakımsız. Odada böcek vs vardı. Oda temizliği yapılmadı. Oda fotoğraflarına aldanmayın asla aynısı değil. Kahvaltı bu fiyata idare ederdi. Otelin hizmeti kötüydü. Personel ilgisizdi. Mini buzdolabı asla soğutmuyor. Yazın ortasında sıcakta soğuk su bulamamak çok kötüydü. Eğer rezervasyon 3 gecelik olmasa aynı gün çıkış yapardık. Bu fiyata o bölgede daha temiz ve düzgün pansiyonlar mevcut.,Otel de eşimle 3 gece konakladık. Otelin konumu dışındaki herşeyi çok kötüydü. Vasat bir otel. En önemli şey temizlik olmasına rağmen hiç temiz değildi. Havlu ve çarşaflar lekeli geldi. Banyo ve tuvaletler pisti. Otel çok eski ve bakımsız. Odada böcek vs vardı. Oda temizliği yapılmadı. Oda fotoğraflarına aldanmayın asla aynısı değil. Kahvaltı bu fiyata idare ederdi. Otelin hizmeti kötüydü. Personel ilgisizdi. Mini buzdolabı asla soğutmuyor. Yazın ortasında sıcakta soğuk su bulamamak çok kötüydü. Eğer rezervasyon 3 gecelik olmasa aynı gün çıkış yapardık. Bu fiyata o bölgede daha temiz ve düzgün pansiyonlar mevcut.,2.0,10.0,1.0,LOW,2025-09-12,"Posted September 12, 2025",2025,9,Stayed in September 2025,UNKNOWN,,UNKNOWN,,,,NONE,,,609eaaf064714df468b33957880955479f15629619216da2ffda37ad333e8066,https://www.trip.com/hotels/detail/?hotelId=106791418,2026-08-26T23:55:21Z,
29,BOD003,ASPAT HOTEL BODRUM Beach Restaurant,Akyarlar,trip,Tam Bir Fiyat/Performans Otel gerçekten eskiydi ancak otelde çalışan kişiler o kadar yardımcı olmaya çalışan kişilerdi ki ellerinden geleni yaptılar. Bir odada internet sorunu yaşadık. Kendileri odamızı değiştirerek yardımcı oldular ve sorun ortadan kalktı. Temizlik orta düzeydeydi. Kahvaltısı da orta düzeydeydi. Bulunduğu konum ve denize yakınlığı güzeldi. Yani tam bir fiyat/performans tatiliydi.,Tam Bir Fiyat/Performans Otel gerçekten eskiydi ancak otelde çalışan kişiler o kadar yardımcı olmaya çalışan kişilerdi ki ellerinden geleni yaptılar. Bir odada internet sorunu yaşadık. Kendileri odamızı değiştirerek yardımcı oldular ve sorun ortadan kalktı. Temizlik orta düzeydeydi. Kahvaltısı da orta düzeydeydi. Bulunduğu konum ve denize yakınlığı güzeldi. Yani tam bir fiyat/performans tatiliydi.,8.0,10.0,4.0,HIGH,2025-08-16,"Posted August 16, 2025",2025,8,Stayed in August 2025,UNKNOWN,,UNKNOWN,,,,NONE,,,088afc7590fb7d5966faa8a7458432128a4722ea4c7ddefb7feb8506dd8c5400,https://www.trip.com/hotels/detail/?hotelId=106791418,2026-08-26T23:55:21Z,
30,BOD003,ASPAT HOTEL BODRUM Beach Restaurant,Akyarlar,trip,Sakin tatil Resepsiyondaki çalışanlar çok iyi ve güler yüzlüydü otelin konumu iyi otopark sorunu yok marketlere ve denize yakın. Oteldeki tek eksik odaların bakımsız olması. Banyo ve yatak konforlu değildi ama havuzu ***et temiz ve yeterli. Tavsiye ederim,Sakin tatil Resepsiyondaki çalışanlar çok iyi ve güler yüzlüydü otelin konumu iyi otopark sorunu yok marketlere ve denize yakın. Oteldeki tek eksik odaların bakımsız olması. Banyo ve yatak konforlu değildi ama havuzu ***et temiz ve yeterli. Tavsiye ederim,8.0,10.0,4.0,HIGH,2025-07-30,"Posted July 30, 2025",2025,7,Stayed in July 2025,UNKNOWN,,UNKNOWN,,,,NONE,,,4ff95a822873cbf94c15e8ee9eeb8a9128963841befceded924ba206e4061a20,https://www.trip.com/hotels/detail/?hotelId=106791418,2026-08-26T23:55:21Z,
31,BOD003,ASPAT HOTEL BODRUM Beach Restaurant,Akyarlar,trip,0 puan Odalar çok küçük ve banyo diye adlandırılan yer içinde dusakabin içersinde klozet var hic bir şekilde sığamıyorsun resimlerdeki gibi değil. Hizmet yok zaten bir kahvalti var o kadar oda seçili yani onlarin yaptiklarinin acik bufesi secme sansiniz yok yani.,0 puan Odalar çok küçük ve banyo diye adlandırılan yer içinde dusakabin içersinde klozet var hic bir şekilde sığamıyorsun resimlerdeki gibi değil. Hizmet yok zaten bir kahvalti var o kadar oda seçili yani onlarin yaptiklarinin acik bufesi secme sansiniz yok yani.,2.0,10.0,1.0,LOW,2025-07-21,"Posted July 21, 2025",2025,7,Stayed in July 2025,UNKNOWN,,UNKNOWN,,,,NONE,,,3555cfbde128462641b7d2d85387a0b2b17e31b414aee1026d3eec6ae1b25461,https://www.trip.com/hotels/detail/?hotelId=106791418,2026-08-26T23:55:21Z,
32,BOD003,ASPAT HOTEL BODRUM Beach Restaurant,Akyarlar,trip,Güzel ama yenilenmesi gerekir Personel dostça davrandı. Otopark sorun olmadı. Kahvaltı yeterli idi. Gürültü olmadı. Havuz temiz. Deniz tavsiye etmem. Hem temiz değil hem de sahil şezlonglar ile doldurulmuş. Odamız manzaralı idi. Boyut yeterli idi. Otelin yenilenmeye ihtiyacı var. Sineklikler yok veya delinmisti.,Güzel ama yenilenmesi gerekir Personel dostça davrandı. Otopark sorun olmadı. Kahvaltı yeterli idi. Gürültü olmadı. Havuz temiz. Deniz tavsiye etmem. Hem temiz değil hem de sahil şezlonglar ile doldurulmuş. Odamız manzaralı idi. Boyut yeterli idi. Otelin yenilenmeye ihtiyacı var. Sineklikler yok veya delinmisti.,8.0,10.0,4.0,HIGH,2025-07-06,"Posted July 6, 2025",2025,7,Stayed in July 2025,UNKNOWN,,UNKNOWN,,,,NONE,,,4fabca90f3bf00e2c72ad6ddb3443bc62ac5cf6e5ca4243a5ea14a3798ba6811,https://www.trip.com/hotels/detail/?hotelId=106791418,2026-08-26T23:55:21Z,
33,BOD003,ASPAT HOTEL BODRUM Beach Restaurant,Akyarlar,trip,"Deniz manzarasına karşı ,sessiz huzurlu ve tertemiz odasiyla konforlu bir hizmet aldık, çalışanlara teşekkürler.","Deniz manzarasına karşı ,sessiz huzurlu ve tertemiz odasiyla konforlu bir hizmet aldık, çalışanlara teşekkürler.",10.0,10.0,5.0,HIGH,2025-05-16,"Posted May 16, 2025",2025,5,Stayed in May 2025,UNKNOWN,,UNKNOWN,,,,NONE,,,c23b062d15da654ab78ecb879a905451b4dab8692dce9febf72b163289589a42,https://www.trip.com/hotels/detail/?hotelId=106791418,2026-08-26T23:55:21Z,
34,BOD003,ASPAT HOTEL BODRUM Beach Restaurant,Akyarlar,trip,Fiyat performans olarak yeterli Bodrumun en güzel denizine sahip bir bölge otel fiyat performans olarak bekleneni veriyor açık büfe kahvaltısı seçeneklerinin yeterli olması plajı yurume mesafesınde yaklasık 3 dk havuzu odaların manzarası bence fiyatını hak eden bir yer,Fiyat performans olarak yeterli Bodrumun en güzel denizine sahip bir bölge otel fiyat performans olarak bekleneni veriyor açık büfe kahvaltısı seçeneklerinin yeterli olması plajı yurume mesafesınde yaklasık 3 dk havuzu odaların manzarası bence fiyatını hak eden bir yer,10.0,10.0,5.0,HIGH,2024-08-01,"Posted August 1, 2024",2024,8,Stayed in August 2024,UNKNOWN,,UNKNOWN,,,,NONE,,,dbf32277f66b486e267eb67a5dfed466b071083c8508d80b07840bb2e3b25284,https://www.trip.com/hotels/detail/?hotelId=106791418,2026-08-26T23:55:21Z,
35,BOD003,ASPAT HOTEL BODRUM Beach Restaurant,Akyarlar,trip,"Çok güzel bir otel Canayakın, ilgili ve misafirperver otel çalışanlarına sahip tatlı bir otel. Panoramik manzarası olan odayı tutmuştuk. Manzarası güzeldi ve klimalar da ***et soğutuyor odayı. Kendilerine ait plajları var ve çok yakın mesafede. Plaj işletmecisi de aynı şekilde ilgili ve misafirperver idi. Yolumuz akyarlar a düşerse tekrardan gelmek isteyeceğimiz bir otel. Tekrardan teşekkür ediyoruz.","Çok güzel bir otel Canayakın, ilgili ve misafirperver otel çalışanlarına sahip tatlı bir otel. Panoramik manzarası olan odayı tutmuştuk. Manzarası güzeldi ve klimalar da ***et soğutuyor odayı. Kendilerine ait plajları var ve çok yakın mesafede. Plaj işletmecisi de aynı şekilde ilgili ve misafirperver idi. Yolumuz akyarlar a düşerse tekrardan gelmek isteyeceğimiz bir otel. Tekrardan teşekkür ediyoruz.",10.0,10.0,5.0,HIGH,2024-08-04,"Posted August 4, 2024",2024,8,Stayed in August 2024,UNKNOWN,,UNKNOWN,,,,NONE,,,40186de8b8fb5fe41c324c95557fa1d8775f4ff593b920dd1279a1a08490b696,https://www.trip.com/hotels/detail/?hotelId=106791418,2026-08-26T23:55:21Z,
36,BOD003,ASPAT HOTEL BODRUM Beach Restaurant,Akyarlar,trip,Yenilenmiş ve temizdi. Karaincir plajına 5dk yürüme mesafesinde. Havuzlu güzel.,Yenilenmiş ve temizdi. Karaincir plajına 5dk yürüme mesafesinde. Havuzlu güzel.,8.0,10.0,4.0,HIGH,2024-08-14,"Posted August 14, 2024",2024,8,Stayed in August 2024,UNKNOWN,,UNKNOWN,,,,NONE,,,d179c00d355c7cfb0b6aab862d68fa07605811ee4c399d4f1ca25f198bc06378,https://www.trip.com/hotels/detail/?hotelId=106791418,2026-08-26T23:55:21Z,
37,BOD003,ASPAT HOTEL BODRUM Beach Restaurant,Akyarlar,trip,Vasat bir yer...,Vasat bir yer...,2.0,10.0,1.0,LOW,2025-07-18,"Posted July 18, 2025",2025,7,Stayed in July 2025,UNKNOWN,,UNKNOWN,,,,NONE,,,87ec8ef77776eeadd8704835804c667028a91d5375f9fb055f5c8cf325d98f8a,https://www.trip.com/hotels/detail/?hotelId=106791418,2026-08-26T23:55:21Z,VERY_SHORT
38,BOD003,ASPAT HOTEL BODRUM Beach Restaurant,Akyarlar,trip,Sakin ve huzurlu Fiyat ve performans olarak çok iyi kendi plajının olmadı açık havuzu yiyecek içecek olanakları konumu çocuklar için uygun olması tercih senebimiz olacaktır tekrat,Sakin ve huzurlu Fiyat ve performans olarak çok iyi kendi plajının olmadı açık havuzu yiyecek içecek olanakları konumu çocuklar için uygun olması tercih senebimiz olacaktır tekrat,10.0,10.0,5.0,HIGH,2024-03-28,"Posted March 28, 2024",2024,3,Stayed in March 2024,UNKNOWN,,UNKNOWN,,,,NONE,,,87500a91e3cd5c31ef2ac9530e513b5dba258643d4eab1411f0bf8d4bc1f8dd0,https://www.trip.com/hotels/detail/?hotelId=106791418,2026-08-26T23:55:21Z,
39,BOD003,ASPAT HOTEL BODRUM Beach Restaurant,Akyarlar,trip,***et güzel çalışanları çok ilgililer,***et güzel çalışanları çok ilgililer,10.0,10.0,5.0,HIGH,2024-08-18,"Posted August 18, 2024",2024,8,Stayed in August 2024,BUSINESS,Business traveler,UNKNOWN,,,,NONE,,,0c223baf20eae118610c7370ea2819aea60482aa67dd3b1ddd7466f5658436f5,https://www.trip.com/hotels/detail/?hotelId=106791418,2026-08-26T23:55:21Z,
40,BOD004,Bendis Beach Hotel,Akyarlar,trip,Anonymous User,Anonymous User,6.0,10.0,3.0,MID,2024-06-24,"Posted June 24, 2024",,,,FRIENDS,Traveling with friends,UNKNOWN,,Show More,,GOLD,Gold tier member,,2c4b583ad960a217ecc64a0d15a2e866fa9bbdcce8978244e1cc0636fe86a3e4,https://www.trip.com/hotels/akyarlar-mahallesi-hotel-detail-4416296/bendis-beach-hotel/,2026-08-26T23:56:10Z,VERY_SHORT;UI_LEAKAGE_LOCATION
41,BOD004,Bendis Beach Hotel,Akyarlar,trip,"Working friends are trying hard. Our room was always clean. but the food is bad. It's enough to eat to avoid starvation. Even basic things like french fries and pasta are bad. You expect to be satisfied from the grill section, but one day the liver comes out and tastes so bad that even cats wouldn't eat it. One day, a chicken appears, but it has so many bones that it cannot be eaten. There are also fries like fix nugget schnitzel and of course these are bad too. I only liked fish once during my stay. There should be at least one white meat and one fish in the grill section. There is never an option in the same meal. The pita part is not bad except that it always runs out and you have to wait 15 minutes for it to be renewed. The hamburger at the snack is mediocre. The food should definitely be improved, it is very poor and lacks variety. Alcohols are not bad. You need to walk two or three minutes to the sea. For God's sake, you have so many employees, someone could also take care of the cleaning of the beach. There is already a small area on the beach. grass is full of garbage. I didn't want to step on sand. If it is cleaned once with a rake, it will not get so dirty every day. Keeping a tiny area clean shouldn't be this difficult for a huge hotel. It was a big disappointment since my expectation from an all-inclusive hotel was good food and sea. The pool and activities for families looked good. Everyone seemed happy with the animators etc., but they are not my area of interest either. Additionally, there are three or four cats wandering around the hotel. They were so weak and frail that I felt sorry for them. God knows how much food is left over every day in this huge hotel. I wish you could feed the animals with these and pour 3 bowls of water. They were drinking water from the pool, it's a pity for them too. It is obvious that the employees are trying hard to be prompt. Better opportunities should be provided.","Working friends are trying hard. Our room was always clean. but the food is bad. It's enough to eat to avoid starvation. Even basic things like french fries and pasta are bad. You expect to be satisfied from the grill section, but one day the liver comes out and tastes so bad that even cats wouldn't eat it. One day, a chicken appears, but it has so many bones that it cannot be eaten. There are also fries like fix nugget schnitzel and of course these are bad too. I only liked fish once during my stay. There should be at least one white meat and one fish in the grill section. There is never an option in the same meal. The pita part is not bad except that it always runs out and you have to wait 15 minutes for it to be renewed. The hamburger at the snack is mediocre. The food should definitely be improved, it is very poor and lacks variety. Alcohols are not bad. You need to walk two or three minutes to the sea. For God's sake, you have so many employees, someone could also take care of the cleaning of the beach. There is already a small area on the beach. grass is full of garbage. I didn't want to step on sand. If it is cleaned once with a rake, it will not get so dirty every day. Keeping a tiny area clean shouldn't be this difficult for a huge hotel. It was a big disappointment since my expectation from an all-inclusive hotel was good food and sea. The pool and activities for families looked good. Everyone seemed happy with the animators etc., but they are not my area of interest either. Additionally, there are three or four cats wandering around the hotel. They were so weak and frail that I felt sorry for them. God knows how much food is left over every day in this huge hotel. I wish you could feed the animals with these and pour 3 bowls of water. They were drinking water from the pool, it's a pity for them too. It is obvious that the employees are trying hard to be prompt. Better opportunities should be provided.",6.0,10.0,3.0,MID,2024-06-24,"Posted June 24, 2024",2024,6,Stayed in June 2024,FRIENDS,Traveling with friends,UNKNOWN,,Türkiye (Turkey),Turkey,GOLD,Gold,1,5b73042d1a14c730b5d85b3b767387a46fa38679e3e40d9a44f5c293beb54575,https://www.trip.com/hotels/akyarlar-mahallesi-hotel-detail-4416296/bendis-beach-hotel/,2026-08-26T23:56:10Z,
42,BOD004,Bendis Beach Hotel,Akyarlar,trip,I am really disappointed with the facility and the food - there is hardly any choice.,I am really disappointed with the facility and the food - there is hardly any choice.,3.0,10.0,1.5,LOW,2024-07-08,"Posted July 8, 2024",2024,7,Stayed in July 2024,COUPLE,Couple,UNKNOWN,,Germany,Germany,GOLD,Gold,1,c614d2664721daac88ce3e2546afcc7d068b788ecad324e22f5ba1ad7c26dffc,https://www.trip.com/hotels/akyarlar-mahallesi-hotel-detail-4416296/bendis-beach-hotel/,2026-08-26T23:56:10Z,
